registry_id,record_plane,model_id,name,alternate_names,entry_kind,origin,status,review_state,nav_path,domain_tags,legacy_alias,existing_spec_ref,parent_ids,contains_ids,aligned_model_ids,purpose,owner_or_maintainer,source_url,namespace_uri,source_version_or_year,source_group,source_category,source_format,composition_role,default_link_type,priority_wave,priority_score,priority_method,priority_confidence,priority_rationale,factor_demand,factor_data,factor_reuse,factor_interop,factor_feasibility,factor_robotics,factor_overlap,possible_duplicate_of,shared_source_with,relations_ref,validation_flags,provenance
ext.openconfig.bf80067b,interoperability,,OpenConfig Models,OpenConfig,external-semantic-model,vercy-external-catalogue,active-or-published,source-normalized,EXT.TELECOM.NETWORKING,INF.SFT;PHY.BLT;ACT.SRV,,,,,,Vendor-neutral config+telemetry YANG; import candidate,OpenConfig (operators),https://www.openconfig.net/projects/models/,http://openconfig.net/yang/,2015 / 2025,Telecom & Networking,Information Model,YANG,R4,REFERENCE,1,74,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.redfish.67ed67f6,interoperability,,Redfish,Redfish,external-semantic-model,vercy-external-catalogue,active-or-published,source-normalized,EXT.TELECOM.NETWORKING,INF.SFT;PHY.BLT;ACT.SRV,,,,,,DSP0266 RESTful platform mgmt; import candidate,DMTF,https://www.dmtf.org/sites/default/files/standards/documents/DSP0266_1.20.0.html,http://redfish.dmtf.org/schemas/v1/,2015 / 2025,Telecom & Networking,Information Model,JSON Schema / OData CSDL,R4,REFERENCE,1,74,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.cdr-ts-32-298.1b2af967,interoperability,,Charging Data Record Parameter Description,CDR / TS 32.298,external-semantic-model,vercy-external-catalogue,active-or-published,source-normalized,EXT.TELECOM.BILLING.ROAMING.NUMBERING,ACT.SRV;SOC.ECO;XCT.ID,,,,,,Defines CDR params/encoding for CS/PS/EPS/IMS; import candidate,3GPP SA5,https://www.3gpp.org/ftp/Specs/archive/32_series/32.298/,—,1999/2022,"Telecom Billing, Roaming & Numbering",Information Model,ASN.1 / abstract syntax,R6,COMPOSE,1,74,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.gwml2.fc705a02,interoperability,,GroundWaterML 2,GWML2,external-semantic-model,vercy-external-catalogue,active-or-published,source-normalized,EXT.WEATHER.EARTH.OBSERVATION,PHY.EAR;INF.DAT,,,,,,Groundwater features; uses TimeseriesML,OGC,https://docs.ogc.org/is/19-013/19-013.html,http://www.opengis.net/gwml/2.2,2021,Weather & Earth Observation,Information Model,GML / XML,R4,REFERENCE,1,74,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.sensorml.27a57468,interoperability,,SensorML,SensorML,external-semantic-model,vercy-external-catalogue,active-or-published,source-normalized,EXT.WEATHER.EARTH.OBSERVATION,PHY.EAR;INF.DAT,,,,,,Describes sensors and measurement processes; import candidate,OGC,https://docs.ogc.org/is/23-000/23-000.html,http://www.opengis.net/sensorml/3.0,2024,Weather & Earth Observation,Information Model,XML / JSON,R4,REFERENCE,1,74,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.timeseriesml.cc719420,interoperability,,TimeseriesML,TimeseriesML,external-semantic-model,vercy-external-catalogue,active-or-published,source-normalized,EXT.WEATHER.EARTH.OBSERVATION,PHY.EAR;INF.DAT,,,,,,Domain-neutral timeseries generalized from WaterML2,OGC,https://docs.ogc.org/is/15-043r3/15-043r3.html,http://www.opengis.net/tsml/1.0,2016,Weather & Earth Observation,Information Model,GML / XML,R4,REFERENCE,1,74,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.waterml2.568b5060,interoperability,,WaterML 2.0 Part 1 (Timeseries),WaterML2,external-semantic-model,vercy-external-catalogue,active-or-published,source-normalized,EXT.WEATHER.EARTH.OBSERVATION,PHY.EAR;INF.DAT,,,,,,Hydrologic observation timeseries exchange,OGC,https://docs.ogc.org/is/10-126r4/10-126r4.html,http://www.opengis.net/waterml/2.0,2014,Weather & Earth Observation,Information Model,GML / XML,R6,COMPOSE,1,74,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.iso-8373.67a3d068,interoperability,,Robotics — Vocabulary,ISO 8373,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.3D.GAMING.XR.ROBOTICS,INF.VRT;INF.MED;PHY.OBJ,,,,,,Robot vocabulary; import candidate,ISO (TC 299 Robotics),https://www.iso.org/standard/75539.html,—,2021,"3D, Gaming, XR & Robotics",Controlled Vocabulary,International Standard (terms),R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.iso-iec-19944-1.a3b0736f,interoperability,,Cloud computing — Data flow & categories,ISO/IEC 19944-1,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.AI.ML.DATA.GOVERNANCE,INF.AI;INF.DAT;XCT,,,,,WM-AI-001;WM-SFT-004;WM-AI-003;WM-AI-004;WM-AI-008;WM-DAT-001,Data taxonomy + data-use categories for cloud,ISO/IEC JTC 1/SC 38,https://www.iso.org/standard/79573.html,—,2020,"AI, ML & Data Governance",Controlled Vocabulary,ISO standard,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.audience-taxonomy.b9252ae7,interoperability,,IAB Audience Taxonomy,Audience Taxonomy,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.ADVERTISING.MARKETING,SOC.ECO;INF.MED;ACT.CAM,,,,,WM-ECO-027;WM-ECO-028;WM-ACT-028;WM-MED-001,Common nomenclature for audience segments,IAB Tech Lab,https://iabtechlab.com/standards/audience-taxonomy/,—,2020,Advertising & Marketing,Controlled Vocabulary,TSV/XLSX,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.content-taxonomy.cd5f4b88,interoperability,,IAB Content Taxonomy,Content Taxonomy,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.ADVERTISING.MARKETING,SOC.ECO;INF.MED;ACT.CAM,,,,,WM-ECO-027;WM-ECO-028;WM-ACT-028;WM-MED-001,Common language for content; import candidate,IAB Tech Lab,https://iabtechlab.com/standards/content-taxonomy/,—,2025,Advertising & Marketing,Controlled Vocabulary,TSV/XLSX,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.agrovoc.33adc123,interoperability,,AGROVOC Multilingual Thesaurus,AGROVOC,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.AGRICULTURE.FOOD.ENVIRONMENT,PHY.LIV;PHY.EAR;ACT.AGR,,,,,,"~40k concepts, 40+ languages; SKOS import candidate",FAO (AIMS),https://www.fao.org/agrovoc/,http://aims.fao.org/aos/agrovoc/,2026,"Agriculture, Food & Environment",Controlled Vocabulary,"SKOS / SKOS-XL, RDF",R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.cab-thesaurus.6c848114,interoperability,,CAB Thesaurus,CAB Thesaurus,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.AGRICULTURE.FOOD.ENVIRONMENT,PHY.LIV;PHY.EAR;ACT.AGR,,,,,,Applied-life-sciences thesaurus; gated SKOS,CABI,https://www.cabidigitallibrary.org/cabi-thesaurus,—,rolling,"Agriculture, Food & Environment",Controlled Vocabulary,SKOS/RDF (gated),R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.icasa.4369a7eb,interoperability,,Intl Consortium for Ag Systems Applications std,ICASA,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.AGRICULTURE.FOOD.ENVIRONMENT,PHY.LIV;PHY.EAR;ACT.AGR,,,,,,"~1,200 crop-modeling variables; feeds AgrO",DSSAT Foundation,https://dssat.net/data/standards_v2/,—,2013,"Agriculture, Food & Environment",Code List,Data dictionary + text formats,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.nanopub.80ce0ccd,interoperability,,Nanopublications,nanopub,external-metamodel,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.AGRICULTURE.FOOD.ENVIRONMENT,PHY.LIV;PHY.EAR;ACT.AGR,,,,,,Assertion + provenance as RDF named graphs; import candidate,Nanopub community,https://nanopub.net/guidelines/working_draft/,http://www.nanopub.org/nschema#,2013,"Agriculture, Food & Environment",Metamodel,RDF (Turtle),R5,MIX-IN,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.iso-22739.aad4facd,interoperability,,ISO 22739 Vocabulary,ISO 22739,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.BLOCKCHAIN.WEB3.TOKENS,INF.VRT;SOC.ECO,,,,,,Blockchain/DLT canonical vocabulary; import candidate,ISO / TC 307,https://www.iso.org/standard/82208.html,—,2024,"Blockchain, Web3 & Tokens",Vocabulary,PDF standard,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.ttf.c9edb098,interoperability,,Token Taxonomy Framework,TTF,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.BLOCKCHAIN.WEB3.TOKENS,INF.VRT;SOC.ECO,,,,,,Implementation-neutral token taxonomy; import candidate,InterWork Alliance (GBBC),https://github.com/InterWorkAlliance/TokenTaxonomyFramework,—,2020,"Blockchain, Web3 & Tokens",Vocabulary,Markdown + artifacts,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.as2-vocab.87eb1cf1,interoperability,,Activity Streams 2.0 Vocabulary,AS2 Vocab,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.CALENDARING.CONTACTS.SOCIAL,SOC.PER;ACT.EVT;XCT.TIME,,,,,,Import candidate. Activity/Actor/Object vocab under ActivityPub,W3C (Social Web WG),https://www.w3.org/TR/activitystreams-vocabulary/,https://www.w3.org/ns/activitystreams#,2017,"Calendaring, Contacts & Social",Social vocabulary,JSON-LD vocab,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.jscalendar.d5d0daba,interoperability,,JSCalendar,JSCalendar,external-metamodel,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.CALENDARING.CONTACTS.SOCIAL,SOC.PER;ACT.EVT;XCT.TIME,,,,,,JSON calendar data model; iCalendar successor; import candidate,IETF CALEXT (Fastmail),https://www.rfc-editor.org/rfc/rfc8984,—,2020,"Calendaring, Contacts & Social",Metamodel,RFC + JSON,R6,COMPOSE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.jscontact.a761f2c6,interoperability,,JSContact,JSContact,external-metamodel,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.CALENDARING.CONTACTS.SOCIAL,SOC.PER;ACT.EVT;XCT.TIME,,,,,,JSON contact data model; vCard successor; import candidate,IETF CALEXT,https://www.rfc-editor.org/rfc/rfc9553,—,2024,"Calendaring, Contacts & Social",Metamodel,RFC + JSON,R1,EMBED,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.mf2.15ac5464,interoperability,,microformats2 (h-card/h-event),mf2,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.CALENDARING.CONTACTS.SOCIAL,SOC.PER;ACT.EVT;XCT.TIME,,,,,,h-card/h-event embedded HTML data; import candidate,microformats community,https://microformats.org/wiki/h-card,—,2012,"Calendaring, Contacts & Social",Vocabulary,Wiki spec,R1,EMBED,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.un-rec-21.c227a76a,interoperability,,Codes for Packages and Packaging (Recommendation 21),UN Rec 21,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.COMMERCE.PRODUCT.SUPPLY.CHAIN,PHY.OBJ;SOC.ECO;PHY.FLW,,,,,WM-OBJ-002;WM-OBJ-001;WM-ECO-019;WM-ECO-020;WM-FLW-011;WM-FLW-013,Package type codes,UN/CEFACT (UNECE),https://unece.org/sites/default/files/2023-10/rec21rev2_ecetrd211E.pdf,—,2023,"Commerce, Product & Supply Chain",Code list packaging,Recommendation + code list,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.un-rec-20.74b4ce7a,interoperability,,Codes for Units of Measure (Recommendation 20),UN Rec 20,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.COMMERCE.PRODUCT.SUPPLY.CHAIN,PHY.OBJ;SOC.ECO;PHY.FLW,,,,,WM-OBJ-002;WM-OBJ-001;WM-ECO-019;WM-ECO-020;WM-FLW-011;WM-FLW-013,Embedded in UBL/CII; import candidate,UN/CEFACT (UNECE),https://unece.org/trade/uncefact/cl-recommendations,urn:un:unece:uncefact:codelist:standard:6,2021,"Commerce, Product & Supply Chain",Code list units,Recommendation + code list,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.cpv.14aae3cf,interoperability,,Common Procurement Vocabulary,CPV,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.COMMERCE.PRODUCT.SUPPLY.CHAIN,PHY.OBJ;SOC.ECO;PHY.FLW,,,,,WM-OBJ-002;WM-OBJ-001;WM-ECO-019;WM-ECO-020;WM-FLW-011;WM-FLW-013,Mandatory in EU public procurement; SKOS import candidate,European Commission,https://single-market-economy.ec.europa.eu/single-market/public-procurement/digital-procurement/common-procurement-vocabulary_en,http://publications.europa.eu/resource/authority/cpv,2002 / 2008,"Commerce, Product & Supply Chain",Controlled Vocabulary,9-digit codes; SKOS/RDF,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.etim.ed0c3721,interoperability,,ETIM,ETIM,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.COMMERCE.PRODUCT.SUPPLY.CHAIN,PHY.OBJ;SOC.ECO;PHY.FLW,,,,,WM-OBJ-002;WM-OBJ-001;WM-ECO-019;WM-ECO-020;WM-FLW-011;WM-FLW-013,Technical product classification (electro/HVAC/plumbing),ETIM International,https://www.etim-international.com/,—,1990s / 10.0,"Commerce, Product & Supply Chain",Controlled Vocabulary,XML/BMEcat,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.gtin.a18366ce,interoperability,,GS1 General Specifications / GTIN,GTIN,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.COMMERCE.PRODUCT.SUPPLY.CHAIN,PHY.OBJ;SOC.ECO;PHY.FLW,,,,,WM-OBJ-002;WM-OBJ-001;WM-ECO-019;WM-ECO-020;WM-FLW-011;WM-FLW-013,Core GS1 identifier standard; import candidate,GS1 AISBL,https://ref.gs1.org/standards/genspecs/,—,1970s / 2025,"Commerce, Product & Supply Chain",Code List,PDF spec; AI encoding,R3,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.gs1-voc.da7e7b2f,interoperability,,GS1 Web Vocabulary,gs1 voc,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.COMMERCE.PRODUCT.SUPPLY.CHAIN,PHY.OBJ;SOC.ECO;PHY.FLW,,,,,WM-OBJ-002;WM-OBJ-001;WM-ECO-019;WM-ECO-020;WM-FLW-011;WM-FLW-013,Import candidate. GS1 linked-data vocabulary,GS1 AISBL,https://www.gs1.org/voc/,https://gs1.org/voc/,2022,"Commerce, Product & Supply Chain",Linked-data vocabulary,JSON-LD / RDF Turtle,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.gpc.f95cc71b,interoperability,,Global Product Classification,GPC,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.COMMERCE.PRODUCT.SUPPLY.CHAIN,PHY.OBJ;SOC.ECO;PHY.FLW,,,,,WM-OBJ-002;WM-OBJ-001;WM-ECO-019;WM-ECO-020;WM-FLW-011;WM-FLW-013,Import candidate. Segment/Family/Class/Brick + attributes,GS1 AISBL,https://www.gs1.org/standards/gpc,—,2025,"Commerce, Product & Supply Chain",Product classification,Schema (XML/JSON/XLSX),R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.un-rec-24.ddd18c84,interoperability,,Trade and Transport Status Codes (Recommendation 24),UN Rec 24,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.COMMERCE.PRODUCT.SUPPLY.CHAIN,PHY.OBJ;SOC.ECO;PHY.FLW,,,,,WM-OBJ-002;WM-OBJ-001;WM-ECO-019;WM-ECO-020;WM-FLW-011;WM-FLW-013,First adopted 1995,UN/CEFACT (UNECE),https://unece.org/sites/default/files/2023-10/rec24_ecetrd258e.pdf,—,2009,"Commerce, Product & Supply Chain",Code list status,Recommendation + code list,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.unspsc.bf391385,interoperability,,UN Standard Products and Services Code,UNSPSC,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.COMMERCE.PRODUCT.SUPPLY.CHAIN,PHY.OBJ;SOC.ECO;PHY.FLW,,,,,WM-OBJ-002;WM-OBJ-001;WM-ECO-019;WM-ECO-020;WM-FLW-011;WM-FLW-013,Global procurement classification; import candidate,UNDP (was GS1 US to 2024),https://www.unspsc.org/,—,1998 / 2023,"Commerce, Product & Supply Chain",Code List,8-digit hierarchy,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.eclass.76e02d3e,interoperability,,eCl@ss,ECLASS,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.COMMERCE.PRODUCT.SUPPLY.CHAIN,PHY.OBJ;SOC.ECO;PHY.FLW,,,,,WM-OBJ-002;WM-OBJ-001;WM-ECO-019;WM-ECO-020;WM-FLW-011;WM-FLW-013,Cross-industry classes + property dictionary; Industry 4.0; import candidate,ECLASS e.V.,https://eclass.eu/,—,2000 / R16,"Commerce, Product & Supply Chain",Controlled Vocabulary,CSV/XML; IRDI,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.schema-org-offer.fefd099c,interoperability,,schema.org Offer,schema.org/Offer,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.COMMERCE.PRODUCT.SUPPLY.CHAIN,PHY.OBJ;SOC.ECO;PHY.FLW,,,,,WM-OBJ-002;WM-OBJ-001;WM-ECO-019;WM-ECO-020;WM-FLW-011;WM-FLW-013,"Models sale/offer (price, availability)",Schema.org / W3C CG,https://schema.org/Offer,https://schema.org/Offer,2011 / 2026,"Commerce, Product & Supply Chain",Controlled Vocabulary,RDF; JSON-LD,R4,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.schema-org-product.0a590a74,interoperability,,schema.org Product,schema.org/Product,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.COMMERCE.PRODUCT.SUPPLY.CHAIN,PHY.OBJ;SOC.ECO;PHY.FLW,,,,,WM-OBJ-002;WM-OBJ-001;WM-ECO-019;WM-ECO-020;WM-FLW-011;WM-FLW-013,General product type; import candidate,Schema.org / W3C CG,https://schema.org/Product,https://schema.org/Product,2011 / 2026,"Commerce, Product & Supply Chain",Controlled Vocabulary,RDF; JSON-LD,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.iso-15924.f2394d06,interoperability,,ISO 15924 Script Codes,ISO 15924,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.DATA.API.SERIALIZATION,INF.DAT;INF.SFT,,,,,,Import candidate. Codes for names of scripts,Unicode Consortium (RA),https://www.iso.org/standard/81905.html,—,2022,"Data, API & Serialization",Script code list,4-letter + numeric codes,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.iso-639.3d6c80d9,interoperability,,ISO 639 Language Codes,ISO 639,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.DATA.API.SERIALIZATION,INF.DAT;INF.SFT,,,,,,Import candidate. Consolidated language codes,ISO TC 37 / RAs,https://www.iso.org/standard/74575.html,—,2023,"Data, API & Serialization",Language code list,alpha-2 / alpha-3 codes,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.ecoinvent.f6d13118,interoperability,,ecoinvent Database,ecoinvent,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.ESG.SUSTAINABILITY.CLIMATE.REPORTING,SOC.ECO;PHY.EAR;PHY.FLW,,,,,,Reference LCI dataset library,ecoinvent Association,https://ecoinvent.org/,—,2003,"ESG, Sustainability & Climate Reporting",Code List,ILCD / EcoSpold,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.openei.cf2ee5a2,interoperability,,Open Energy Information,OpenEI,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.ENERGY.UTILITIES,PHY.FLW;PHY.BLT;SOC.ECO,,,,,,Open energy datasets/vocabularies,NREL / US DOE,https://openei.org/,https://openei.org/,2009 / 2024,Energy & Utilities,Controlled Vocabulary,RDF / wiki,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.iso-9362-bic.b61e3592,interoperability,,Business Identifier Code,ISO 9362 / BIC,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.FINANCE.INSURANCE,SOC.ECO,,,,,WM-ECO-015;WM-ECO-016;WM-ECO-017;WM-ECO-018;WM-ECO-003;WM-ECO-036,Renamed Bank to Business Identifier Code,ISO; RA = SWIFT,https://www.iso.org/standard/84108.html,—,1987 / 2022,Finance & Insurance,Code List,8/11-char code,R3,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.iso-10962-cfi.876ce543,interoperability,,Classification of Financial Instruments,ISO 10962 / CFI,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.FINANCE.INSURANCE,SOC.ECO,,,,,WM-ECO-015;WM-ECO-016;WM-ECO-017;WM-ECO-018;WM-ECO-003;WM-ECO-036,Assigned alongside ISIN by NNA,ISO; RA = ANNA,https://www.iso.org/standard/81140.html,—,2001 / 2021,Finance & Insurance,Code List,6-char code,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.iso-4217.c4422439,interoperability,,Currency Codes,ISO 4217,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.FINANCE.INSURANCE,SOC.ECO,,,,,WM-ECO-015;WM-ECO-016;WM-ECO-017;WM-ECO-018;WM-ECO-003;WM-ECO-036,Authoritative currency code list; import candidate,ISO; MA = SIX Financial Information,https://www.iso.org/iso-4217-currency-codes.html,—,1978 / 2015,Finance & Insurance,Code List,3-letter/3-digit,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.iso-6166-isin.4d73ad40,interoperability,,International Securities Identification Number,ISO 6166 / ISIN,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.FINANCE.INSURANCE,SOC.ECO,,,,,WM-ECO-015;WM-ECO-016;WM-ECO-017;WM-ECO-018;WM-ECO-003;WM-ECO-036,"2021 ed. extends to OTC derivatives, carbon credits",ISO; RA = ANNA,https://www.iso.org/standard/78502.html,—,1986 / 2021,Finance & Insurance,Code List,12-char code,R3,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.iso-17442-lei.ec153519,interoperability,,Legal Entity Identifier,ISO 17442 / LEI,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.FINANCE.INSURANCE,SOC.ECO,,,,,WM-ECO-015;WM-ECO-016;WM-ECO-017;WM-ECO-018;WM-ECO-003;WM-ECO-036,Free public Global LEI System via GLEIF; import candidate,ISO; ops = GLEIF,https://www.iso.org/standard/78829.html,—,2012 / 2020 (Pt.1),Finance & Insurance,Code List,20-char code; LEI-CDF XML,R3,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.iso-10383-mic.ca4c5dbb,interoperability,,Market Identifier Code,ISO 10383 / MIC,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.FINANCE.INSURANCE,SOC.ECO,,,,,WM-ECO-015;WM-ECO-016;WM-ECO-017;WM-ECO-018;WM-ECO-003;WM-ECO-036,Operating vs segment MIC; free registry,ISO; RA = SWIFT,https://www.iso20022.org/market-identifier-codes,—,1992 / 2012,Finance & Insurance,Code List,4-char code list,R3,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.epsg.42e7efd1,interoperability,,EPSG Geodetic Registry,EPSG,vocabulary-classification,vercy-external-catalogue,active-or-published,source-normalized,EXT.GEOSPATIAL.TEMPORAL,PHY.PLC;XCT.TIME;XCT.LOC,,,,,,Authoritative CRS/datum registry; import candidate,IOGP Geomatics,https://epsg.org/,http://www.opengis.net/def/crs/EPSG/0/,1985,Geospatial & Temporal,Code List,Registry/GML,R2,REFERENCE,1,68,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
